User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Year,Date
654,Standard,12,2022,28-06-23,Canada,30,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
655,Basic,11,2022,29-06-23,United States,42,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
656,Premium,14,2022,29-06-23,United States,33,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
657,Basic,14,2022,29-06-23,Canada,34,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
658,Standard,13,2022,29-06-23,United Kingdom,49,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
659,Premium,13,2022,29-06-23,Australia,41,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
660,Basic,12,2022,29-06-23,Germany,28,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
661,Premium,14,2022,28-06-23,France,49,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
662,Basic,15,2022,29-06-23,Brazil,49,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
663,Standard,11,2022,29-06-23,Mexico,36,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
664,Standard,11,2022,30-06-23,Spain,31,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
665,Basic,10,2022,28-06-23,Italy,38,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
666,Premium,15,2022,29-06-23,Spain,34,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
667,Basic,11,2022,30-06-23,Spain,51,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
668,Standard,13,2022,30-06-23,United States,49,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
669,Premium,13,2022,28-06-23,Canada,27,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
670,Basic,10,2022,29-06-23,United States,38,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
671,Basic,10,2022,30-06-23,United States,51,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
672,Basic,14,2022,30-06-23,Canada,47,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
673,Standard,15,2022,27-06-23,United Kingdom,37,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
674,Premium,13,2022,28-06-23,Australia,37,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
675,Basic,11,2022,29-06-23,Germany,39,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
676,Basic,11,2022,29-06-23,France,31,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
677,Premium,13,2022,28-06-23,Brazil,36,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
678,Standard,15,2022,28-06-23,Mexico,42,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
679,Standard,11,2022,29-06-23,Spain,49,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
680,Basic,15,2022,29-06-23,Italy,44,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
681,Premium,11,2022,28-06-23,Spain,33,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
682,Standard,11,2022,27-06-23,Spain,42,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
683,Basic,13,2022,29-06-23,United States,39,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
684,Standard,10,2022,29-06-23,Canada,49,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
685,Premium,12,2022,30-06-23,United States,31,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
686,Basic,14,2022,28-06-23,United States,37,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
687,Premium,13,2022,29-06-23,Canada,30,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
688,Standard,10,2022,28-06-23,United Kingdom,42,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
689,Basic,15,2022,29-06-23,Australia,37,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
690,Standard,15,2022,30-06-23,Germany,36,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
691,Premium,11,2022,29-06-23,France,28,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
692,Basic,15,2022,30-06-23,Brazil,36,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
693,Standard,14,2022,29-06-23,Mexico,31,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
694,Premium,14,2022,01-07-23,Spain,46,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
695,Basic,13,2022,28-06-23,Italy,28,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
696,Premium,15,2022,01-07-23,Spain,31,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
697,Basic,12,2022,29-06-23,Spain,43,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
698,Standard,10,2022,02-07-23,United States,28,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
699,Standard,13,2022,30-06-23,Canada,32,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
700,Basic,12,2022,30-06-23,United States,31,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
701,Premium,11,2022,28-06-23,United States,45,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
702,Basic,14,2022,01-07-23,Canada,36,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
703,Standard,14,2022,30-06-23,United Kingdom,35,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
704,Premium,13,2022,01-07-23,Australia,27,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
705,Basic,13,2022,28-06-23,Germany,32,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
706,Premium,12,2022,01-07-23,France,46,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
707,Basic,12,2022,30-06-23,Brazil,36,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
708,Standard,13,2022,01-07-23,Mexico,39,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
709,Standard,12,2022,28-06-23,Spain,48,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
710,Basic,10,2022,30-06-23,Italy,48,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
711,Premium,14,2022,29-06-23,Spain,27,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
712,Basic,13,2022,01-07-23,Spain,45,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
713,Standard,10,2022,27-06-23,United States,30,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
714,Premium,15,2022,29-06-23,Canada,29,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
715,Basic,12,2022,29-06-23,United States,43,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
716,Premium,10,2022,30-06-23,United States,43,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
717,Basic,15,2022,29-06-23,Canada,39,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
718,Standard,14,2022,30-06-23,United Kingdom,27,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
719,Standard,10,2022,29-06-23,Australia,33,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
720,Basic,10,2022,29-06-23,Germany,32,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
721,Premium,10,2022,29-06-23,France,37,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
722,Basic,13,2022,30-06-23,Brazil,45,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
723,Standard,10,2022,30-06-23,Mexico,40,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
724,Premium,14,2022,29-06-23,Spain,44,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
725,Basic,12,2022,29-06-23,Italy,29,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
726,Premium,14,2022,30-06-23,Spain,50,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
727,Basic,11,2022,29-06-23,Spain,32,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
728,Standard,14,2022,29-06-23,United States,39,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
729,Standard,15,2022,30-06-23,Canada,43,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
730,Basic,12,2022,30-06-23,United States,49,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
731,Premium,13,2022,29-06-23,United States,30,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
732,Basic,12,2022,29-06-23,Canada,47,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
733,Standard,10,2022,29-06-23,United Kingdom,51,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
734,Premium,14,2022,30-06-23,Australia,40,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
735,Basic,14,2022,28-06-23,Germany,40,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
736,Premium,11,2022,30-06-23,France,49,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
737,Basic,15,2022,30-06-23,Brazil,43,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
738,Standard,14,2022,01-07-23,Mexico,44,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
739,Standard,13,2022,28-06-23,Spain,27,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
740,Basic,14,2022,29-06-23,Italy,30,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
741,Premium,14,2022,30-06-23,Spain,47,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
742,Basic,13,2022,30-06-23,Spain,51,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
743,Standard,15,2022,28-06-23,United States,31,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
744,Premium,13,2022,29-06-23,Canada,34,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
745,Basic,11,2022,30-06-23,United States,28,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
746,Basic,15,2022,30-06-23,United States,32,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
747,Basic,11,2022,29-06-23,Canada,41,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
748,Standard,13,2022,28-06-23,United Kingdom,40,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
749,Premium,12,2022,30-06-23,Australia,46,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
750,Basic,13,2022,29-06-23,Germany,47,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
751,Basic,14,2022,29-06-23,France,45,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
752,Premium,10,2022,28-06-23,Brazil,28,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
753,Standard,12,2022,30-06-23,Mexico,43,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
754,Standard,11,2022,29-06-23,Spain,41,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
755,Basic,13,2022,30-06-23,Italy,32,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
756,Premium,14,2022,29-06-23,Spain,44,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
757,Standard,11,2022,30-06-23,Spain,32,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
758,Basic,12,2022,29-06-23,United States,47,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
759,Standard,14,2022,29-06-23,Canada,37,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
760,Premium,13,2022,01-07-23,United States,40,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
761,Basic,11,2022,29-06-23,United States,48,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
762,Premium,10,2022,02-07-23,Canada,48,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
763,Standard,10,2022,29-06-23,United Kingdom,35,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
764,Basic,15,2022,03-07-23,Australia,28,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
765,Standard,11,2022,29-06-23,Germany,35,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
766,Premium,13,2022,01-07-23,France,43,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
767,Basic,15,2022,29-06-23,Brazil,39,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
768,Standard,10,2022,02-07-23,Mexico,38,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
769,Premium,14,2022,30-06-23,Spain,36,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
770,Basic,11,2022,01-07-23,Italy,42,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
771,Premium,14,2022,28-06-23,Spain,27,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
772,Basic,12,2022,01-07-23,Spain,48,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
773,Standard,13,2022,30-06-23,United States,27,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
774,Standard,15,2022,02-07-23,Canada,49,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
775,Basic,11,2022,28-06-23,United States,29,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
776,Premium,11,2022,01-07-23,United States,44,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
777,Basic,11,2022,30-06-23,Canada,31,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
778,Standard,13,2022,01-07-23,United Kingdom,33,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
779,Premium,10,2022,28-06-23,Australia,36,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
780,Basic,15,2022,30-06-23,Germany,43,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
781,Premium,14,2022,29-06-23,France,30,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
782,Basic,13,2022,01-07-23,Brazil,44,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
783,Standard,13,2022,29-06-23,Mexico,37,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
784,Standard,14,2022,30-06-23,Spain,27,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
785,Basic,12,2022,29-06-23,Italy,35,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
786,Premium,13,2022,30-06-23,Spain,32,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
787,Basic,12,2022,29-06-23,Spain,49,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
788,Standard,12,2022,30-06-23,United States,45,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
789,Premium,11,2022,30-06-23,Canada,33,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
790,Basic,14,2022,30-06-23,United States,37,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
791,Premium,15,2022,30-06-23,United States,29,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
792,Basic,12,2022,30-06-23,Canada,45,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
793,Standard,11,2022,30-06-23,United Kingdom,42,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
794,Standard,12,2022,30-06-23,Australia,32,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
795,Basic,11,2022,01-07-23,Germany,47,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
796,Premium,12,2022,01-07-23,France,27,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
797,Basic,10,2022,30-06-23,Brazil,35,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
798,Standard,15,2022,30-06-23,Mexico,35,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
799,Premium,10,2022,30-06-23,Spain,48,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
800,Basic,12,2022,30-06-23,Italy,36,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
801,Premium,10,2022,29-06-23,Spain,46,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
802,Basic,13,2022,30-06-23,Spain,33,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
803,Standard,14,2022,01-07-23,United States,43,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
804,Standard,14,2022,02-07-23,Canada,47,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
805,Basic,15,2022,28-06-23,United States,39,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
806,Premium,15,2022,30-06-23,United States,30,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
807,Basic,11,2022,30-06-23,Canada,46,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
808,Standard,13,2022,01-07-23,United Kingdom,39,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
809,Premium,10,2022,28-06-23,Australia,28,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
810,Basic,13,2022,29-06-23,Germany,38,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
811,Premium,13,2022,30-06-23,France,36,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
812,Basic,15,2022,01-07-23,Brazil,33,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
813,Standard,10,2022,28-06-23,Mexico,50,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
814,Standard,10,2022,29-06-23,Spain,38,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
815,Basic,15,2022,30-06-23,Italy,29,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
816,Premium,15,2022,30-06-23,Spain,47,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
817,Basic,15,2022,30-06-23,Spain,31,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
818,Standard,13,2022,28-06-23,United States,40,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
819,Premium,14,2022,01-07-23,Canada,50,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
820,Basic,11,2022,30-06-23,United States,43,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
821,Basic,12,2022,29-06-23,United States,35,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
822,Basic,11,2022,29-06-23,Canada,36,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
823,Standard,15,2022,30-06-23,United Kingdom,30,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
824,Premium,13,2022,30-06-23,Australia,47,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
825,Basic,12,2022,30-06-23,Germany,30,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
826,Basic,11,2022,01-07-23,France,37,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
827,Premium,15,2022,30-06-23,Brazil,34,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
828,Standard,15,2022,30-06-23,Mexico,33,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
829,Standard,10,2022,29-06-23,Spain,31,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
830,Basic,13,2022,03-07-23,Italy,30,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
831,Premium,10,2022,29-06-23,Spain,35,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
832,Standard,14,2022,02-07-23,Spain,40,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
833,Basic,13,2022,29-06-23,United States,29,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
834,Standard,14,2022,03-07-23,Canada,34,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
835,Premium,12,2022,29-06-23,United States,31,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
836,Basic,15,2022,01-07-23,United States,28,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
837,Premium,12,2022,29-06-23,Canada,46,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
838,Standard,11,2022,02-07-23,United Kingdom,38,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
839,Basic,13,2022,30-06-23,Australia,35,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
840,Standard,15,2022,03-07-23,Germany,49,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
841,Premium,13,2022,29-06-23,France,42,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
842,Basic,14,2022,02-07-23,Brazil,37,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
843,Standard,13,2022,01-07-23,Mexico,39,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
844,Premium,10,2022,02-07-23,Spain,47,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
845,Basic,12,2022,29-06-23,Italy,49,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
846,Premium,12,2022,01-07-23,Spain,35,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
847,Basic,11,2022,30-06-23,Spain,36,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
848,Standard,11,2022,02-07-23,United States,40,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
849,Standard,10,2022,29-06-23,Canada,30,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
850,Basic,13,2022,30-06-23,United States,51,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
851,Premium,15,2022,30-06-23,United States,47,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
852,Basic,12,2022,01-07-23,Canada,47,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
853,Standard,14,2022,30-06-23,United Kingdom,39,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
854,Premium,10,2022,30-06-23,Australia,49,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
855,Basic,12,2022,01-07-23,Germany,33,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
856,Premium,10,2022,30-06-23,France,32,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
857,Basic,15,2022,30-06-23,Brazil,40,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
858,Standard,14,2022,30-06-23,Mexico,40,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
859,Standard,12,2022,30-06-23,Spain,51,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
860,Basic,13,2022,01-07-23,Italy,50,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
861,Premium,14,2022,01-07-23,Spain,50,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
862,Basic,14,2022,01-07-23,Spain,47,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
863,Standard,12,2022,30-06-23,United States,35,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
864,Premium,11,2022,01-07-23,Canada,31,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
865,Basic,15,2022,01-07-23,United States,36,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
866,Premium,10,2022,01-07-23,United States,41,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
867,Basic,13,2022,30-06-23,Canada,49,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
868,Standard,12,2022,01-07-23,United Kingdom,34,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
869,Standard,15,2022,01-07-23,Australia,30,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
870,Basic,13,2022,02-07-23,Germany,38,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
871,Premium,11,2022,29-06-23,France,45,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
872,Basic,14,2022,01-07-23,Brazil,42,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
873,Standard,10,2022,01-07-23,Mexico,42,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
874,Premium,10,2022,02-07-23,Spain,31,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
875,Basic,14,2022,29-06-23,Italy,28,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
876,Premium,11,2022,30-06-23,Spain,44,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
877,Basic,13,2022,01-07-23,Spain,30,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
878,Standard,13,2022,02-07-23,United States,33,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
879,Standard,12,2022,29-06-23,Canada,42,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
880,Basic,11,2022,30-06-23,United States,31,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
881,Premium,11,2022,01-07-23,United States,31,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
882,Basic,13,2022,01-07-23,Canada,46,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
883,Standard,15,2022,29-06-23,United Kingdom,28,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
884,Premium,11,2022,29-06-23,Australia,50,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
885,Basic,11,2022,02-07-23,Germany,34,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
886,Premium,15,2022,30-06-23,France,45,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
887,Basic,12,2022,30-06-23,Brazil,38,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
888,Standard,13,2022,29-06-23,Mexico,42,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
889,Standard,10,2022,01-07-23,Spain,45,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
890,Basic,10,2022,30-06-23,Italy,44,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
891,Premium,14,2022,30-06-23,Spain,50,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
892,Basic,15,2022,30-06-23,Spain,38,Male,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
893,Standard,13,2022,01-07-23,United States,42,Female,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
894,Premium,13,2022,01-07-23,Canada,50,Male,Smart TV,1 Month,1970,1970-01-01 00:00:00.000002022
895,Basic,10,2022,30-06-23,United States,30,Male,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
896,Basic,10,2022,01-07-23,United States,47,Female,Smartphone,1 Month,1970,1970-01-01 00:00:00.000002022
897,Basic,14,2022,30-06-23,Canada,32,Female,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
898,Standard,11,2022,02-07-23,United Kingdom,31,Female,Tablet,1 Month,1970,1970-01-01 00:00:00.000002022
899,Premium,15,2022,29-06-23,Australia,37,Male,Laptop,1 Month,1970,1970-01-01 00:00:00.000002022
